PerNo,PerStatus,sex,だ摸,戮单,紅跋絏,恨瞶糷,戈菌1,戈菌2,戈菌3,戈菌4,戈菌5,盡计,盡羆计,讽玡盡à︹,疭盡ゑ,翴,癡絤计A,癡絤计B,癡絤计C,ネ玻羆肂,篴臕计,琌ど綞,ど綞硉,る叫安计A,叫安计A,る叫安计B,叫安计B,畉计A,畉计B,畉栋い,罿单A,罿单B,罿单C,闹糷,盉猵,戈糷A,戈糷B,戈糷C,ヴ戮玡キА计,拨穨╰摸,膊妮秖,硄对Θセ,耴妮场,PerStatus,sex,だ摸,戮单,紅跋絏,恨瞶糷,戈菌1,戈菌2,戈菌3,戈菌4,戈菌5,盡计,盡羆计,讽玡盡à︹,疭盡ゑ,翴,癡絤计A,癡絤计B,癡絤计C,ネ玻羆肂,篴臕计,琌ど綞,ど綞硉,る叫安计A,叫安计A,る叫安计B,叫安计B,畉计A,畉计B,畉栋い,罿单A,罿单B,罿单C,闹糷,盉猵,戈糷A,戈糷B,戈糷C,ヴ戮玡キА计,拨穨╰摸,膊妮秖,硄对Θセ,耴妮场,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B
3771.0,0.0,0.0,1.0,1.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,12.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,6.0,1.0,4.0,4.0,0.0,0.0,5.0,0.0,8.0,19043.0,0.0,0.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,10.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,6.0,1.0,4.0,4.0,0.0,0.0,5.0,1.0,8.0,19043.0,1,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0
3486.0,0.0,1.0,2.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,5.0,7.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,7.0,1.0,3.0,1.0,3.0,1.0,9.0,1.0,9.0,14048.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,8.0,1.0,1.0,5.0,7.0,1.0,3.0,1.0,3.0,1.0,9.0,1.0,9.0,14048.0,1,3,0,2,0,4,3,0,1,0,6,3,0,1,0,1,3,0,5,0,4,3,0,1,0,3,2,0,2,0,4,2,0,4,0,1,3,0,5,0
5741.0,0.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,2.0,6.0,0.0,0.0,4.0,6.0,2.0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,0.0,7.0,5.0,8.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,10.0,19166.0,0.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,5.0,6.0,0.0,0.0,3.0,4.0,2.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,2.0,5.0,9.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,8.0,19166.0,0,2,0,4,0,1,1,0,5,0,1,3,0,4,0,0,2,0,2,0,0,2,0,2,0,0,3,0,2,0,0,3,0,1,0,1,2,0,1,0
5874.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,6.0,0.0,1.0,4.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,5.0,10.0,5.0,7.0,1.0,4.0,4.0,1.0,1.0,9.0,1.0,8.0,8038.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,8.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,5.0,7.0,1.0,4.0,3.0,1.0,1.0,9.0,1.0,8.0,8038.0,1,1,0,2,0,0,1,0,8,0,0,1,0,2,0,0,1,0,6,0,0,0,0,1,0,1,1,0,4,0,0,0,0,2,0,0,1,0,3,0
8152.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,10.0,8038.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,3.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,8.0,0.0,9.0,8038.0,0,0,0,6,0,0,1,0,6,0,1,1,0,6,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,1,1,0,3,0,0,0,0,4,0
4924.0,0.0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,1.0,6.0,0.0,2.0,1.0,6.0,1.0,0.0,4.0,6.0,5.0,0.0,0.0,3.0,2.0,4.0,3.0,1.0,5.0,10.0,1.0,6.0,6.0,0.0,0.0,8.0,2.0,9.0,8038.0,0.0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,11.0,1.0,0.0,4.0,7.0,5.0,0.0,0.0,3.0,1.0,11.0,3.0,1.0,4.0,9.0,1.0,5.0,5.0,0.0,0.0,8.0,2.0,9.0,8038.0,0,4,2,2,0,0,3,3,2,0,0,4,0,0,0,0,3,3,10,0,0,4,2,0,0,0,3,1,1,0,0,4,2,0,0,0,4,0,6,0
2980.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,2.0,11.0,1.0,6.0,6.0,0.0,1.0,9.0,2.0,8.0,13168.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,11.0,1.0,6.0,6.0,0.0,1.0,9.0,2.0,8.0,13168.0,7,0,0,4,0,6,2,0,0,0,1,1,0,2,0,1,0,0,4,0,1,1,0,5,0,9,0,0,0,0,7,1,0,1,0,2,1,0,12,0
1572.0,0.0,0.0,2.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,4.0,8.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,8.0,19036.0,0.0,0.0,2.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0,8.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,8.0,19036.0,0,1,0,3,0,0,1,0,4,0,0,0,0,2,0,0,0,0,8,0,0,0,0,2,0,0,1,0,2,0,0,1,0,2,0,0,1,0,2,0
4713.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,2.0,10.0,1.0,5.0,5.0,0.0,0.0,6.0,2.0,8.0,20127.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,2.0,9.0,1.0,5.0,5.0,0.0,0.0,6.0,2.0,8.0,20127.0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,6,0,0,0,0,2,0,0,1,0,3,0,0,0,0,1,0
2505.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,3.0,3.0,0.0,6.0,0.0,0.0,3.0,3.0,1.0,0.0,5.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,8.0,5.0,6.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,6.0,2101.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,3.0,4.0,1.0,0.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,6.0,2101.0,1,2,0,2,0,0,1,0,2,0,1,1,0,1,0,1,2,0,4,0,0,0,0,2,0,0,0,0,2,0,0,1,0,8,0,0,2,0,5,0
3368.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,2.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,2.0,0.0,1.0,10.0,4.0,2.0,7.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,8.0,13049.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,4.0,9.0,0.0,0.0,2.0,0.0,1.0,10.0,5.0,2.0,7.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,8.0,13049.0,1,1,0,6,0,1,1,0,5,0,2,2,0,9,0,1,2,0,5,0,0,1,0,3,0,2,1,0,4,0,4,2,0,3,0,2,2,0,4,0
1940.0,0.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,2.0,7.0,2.0,4.0,4.0,0.0,0.0,6.0,0.0,8.0,8157.0,0.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,7.0,2.0,4.0,4.0,0.0,0.0,6.0,0.0,8.0,8157.0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0
2601.0,0.0,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,0.0,1.0,12.0,9.0,2.0,0.0,2.0,5.0,6.0,0.0,0.0,2.0,1.0,2.0,6.0,1.0,5.0,8.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,9.0,13084.0,0.0,1.0,1.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,2.0,1.0,1.0,14.0,3.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,7.0,2.0,6.0,1.0,4.0,8.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,9.0,13084.0,0,3,0,2,0,0,2,1,1,0,0,3,0,1,0,0,1,1,5,0,0,2,0,4,0,0,2,14,8,0,0,0,0,0,0,0,0,1,5,0
1903.0,0.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,8.0,0.0,0.0,2.0,0.0,3.0,6.0,7.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,3.0,2.0,8.0,4010.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,3.0,8.0,0.0,0.0,2.0,1.0,2.0,6.0,5.0,2.0,10.0,1.0,6.0,6.0,0.0,0.0,3.0,2.0,8.0,4010.0,0,1,0,4,0,0,3,0,6,0,0,3,0,2,0,0,3,0,1,0,0,2,0,6,0,0,4,0,7,0,0,2,2,6,0,0,4,0,5,0
414.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,10.0,6.0,3.0,0.0,4.0,1.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,1.0,6.0,1.0,8.0,13084.0,0.0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,11.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,10.0,5.0,6.0,1.0,3.0,3.0,0.0,1.0,6.0,1.0,8.0,13065.0,0,1,0,2,0,1,1,0,7,0,0,1,0,1,0,1,1,0,7,0,0,0,0,2,0,0,1,0,1,0,0,1,0,2,0,0,1,0,4,0
249.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,5.0,0.0,6.0,9.0,0.0,4.0,21.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,8.0,14040.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,1.0,5.0,0.0,6.0,2.0,0.0,2.0,25.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,8.0,14040.0,1,2,0,2,0,3,2,0,1,0,4,3,0,5,0,10,3,0,2,0,1,1,0,2,0,12,1,0,4,0,7,1,0,5,0,4,2,0,7,0
7512.0,0.0,1.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,11.0,11182.0,0.0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,1.0,5.0,8.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,11.0,13065.0,1,2,0,3,0,1,2,0,9,0,1,2,0,1,0,1,1,0,2,0,0,1,0,1,0,0,3,0,1,0,0,2,0,1,0,4,3,0,3,0
6070.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,7,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0
6589.0,0.0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,2.0,6.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,3.0,0.0,2.0,2.0,8.0,5.0,10.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,8.0,8126.0,0.0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,4.0,6.0,0.0,0.0,5.0,10.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,3.0,0.0,3.0,1.0,7.0,5.0,9.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,8.0,8126.0,0,2,0,2,0,0,3,0,4,0,0,3,0,4,0,0,3,0,7,0,0,3,0,3,0,0,3,0,2,0,0,3,0,2,0,0,3,0,2,0
1161.0,0.0,0.0,1.0,3.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,2.0,0.0,5.0,9.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,8.0,18025.0,0.0,0.0,1.0,3.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,2.0,0.0,6.0,11.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,8.0,18025.0,0,1,0,7,0,0,1,0,2,0,3,2,0,4,0,6,4,0,2,0,5,0,0,4,0,3,1,0,2,0,1,0,0,3,0,0,1,0,0,0
1075.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,0,0,0,10,10,0,1,0,4,0,0,0,0,6,0,0,0,0,5,0,0,1,0,2,5
6035.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,2.0,0.0,3.0,2.0,9.0,5.0,11.0,1.0,6.0,6.0,2.0,2.0,3.0,0.0,9.0,14105.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,7.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,11.0,1.0,6.0,5.0,2.0,2.0,3.0,0.0,9.0,14105.0,2,2,0,3,0,0,3,0,2,0,0,1,0,5,0,0,1,0,8,0,0,0,0,2,0,0,1,0,1,0,0,1,0,2,0,1,2,0,4,0
903.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,8.0,2058.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,8.0,11.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0,2058.0,0,0,0,2,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,8,0,0,0,0,5,0,0,0,0,14,5
979.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,10.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,6.0,1.0,3.0,2.0,2.0,2.0,8.0,1.0,8.0,2197.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,13.0,6.0,1.0,0.0,1.0,9.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,6.0,1.0,3.0,2.0,2.0,2.0,8.0,1.0,8.0,2197.0,0,0,0,4,0,0,0,0,2,0,0,1,0,3,0,0,0,0,2,0,0,0,0,5,0,0,0,0,3,0,0,1,0,7,0,0,0,0,4,0
6934.0,0.0,1.0,2.0,2.0,20.0,4.0,0.0,1.0,0.0,0.0,0.0,17.0,6.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,11.0,1.0,6.0,4.0,3.0,1.0,9.0,2.0,8.0,20192.0,0.0,1.0,2.0,2.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,19.0,3.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,11.0,1.0,6.0,4.0,3.0,1.0,9.0,2.0,7.0,6171.0,0,2,0,3,0,0,2,1,3,0,0,1,1,2,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,5,0,0,0,0,3,0
7655.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,2.0,0.0,2.0,10.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,2.0,6.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,9.0,14040.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,12.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,9.0,14040.0,1,1,0,3,0,13,1,0,1,0,8,1,0,4,0,8,1,0,2,0,1,2,0,1,0,0,1,0,2,0,1,1,0,5,0,1,1,0,6,0
343.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,9.0,0.0,8.0,14105.0,0.0,1.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,5.0,0.0,6.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,4.0,1.0,3.0,3.0,0.0,0.0,9.0,0.0,8.0,10155.0,0,0,0,2,0,0,1,0,3,0,0,1,0,1,0,0,2,0,3,0,0,0,0,3,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0
7605.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,1.0,1.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,10.0,0.0,0.0,2.0,8.0,10.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,6.0,0.0,9.0,20130.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,1.0,1.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,2.0,0.0,3.0,23.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,20130.0,0,1,0,6,0,0,0,0,5,0,0,1,0,5,0,0,0,0,14,0,0,0,0,4,0,0,0,0,4,0,0,1,0,2,0,0,1,0,3,0
4827.0,0.0,1.0,1.0,8.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,12.0,1.0,7.0,6.0,2.0,1.0,4.0,1.0,8.0,13034.0,0.0,1.0,1.0,8.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,11.0,1.0,7.0,6.0,2.0,1.0,4.0,1.0,8.0,13034.0,2,1,0,2,0,0,1,0,4,0,0,1,0,2,0,0,1,0,2,0,0,1,0,2,0,0,1,0,4,0,0,1,0,8,0,0,1,0,4,0
1156.0,0.0,1.0,1.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,7.0,5.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,11.0,1.0,5.0,4.0,1.0,1.0,8.0,0.0,9.0,8028.0,0.0,1.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,10.0,5.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,4.0,10.0,1.0,4.0,4.0,1.0,1.0,8.0,1.0,9.0,8028.0,0,1,0,0,0,0,1,1,3,0,0,1,1,10,0,0,1,1,4,0,0,0,1,4,0,0,0,0,1,0,0,0,0,6,0,0,1,1,1,0
