PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B
6106.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,2.0,0.0,2.0,12.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,2.0,6.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,8.0,13049.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,3.0,6.0,0.0,0.0,9.0,8.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,6.0,2.0,6.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,8.0,13049.0,0,1,0,3,0,2,1,0,1,0,1,1,0,5,0,0,3,0,8,0,0,1,0,1,0,3,1,0,1,0,0,1,0,3,0,0,1,0,5,0
6290.0,0.0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,5.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,2.0,12.0,1.0,7.0,7.0,0.0,0.0,8.0,1.0,8.0,8142.0,0.0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,7.0,8.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,8.0,1.0,8.0,8142.0,0,0,0,2,0,0,1,0,4,0,0,0,1,2,0,0,1,0,10,0,0,0,0,2,0,0,0,0,3,0,0,1,0,3,0,0,1,0,3,0
7093.0,0.0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,1.0,1.0,6.0,0.0,0.0,1.0,19.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,0.0,1.0,8.0,0.0,8.0,8157.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,21.0,2.0,0.0,2.0,4.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,0.0,1.0,8.0,0.0,8.0,8157.0,0,1,0,3,0,0,1,0,4,0,0,2,0,5,0,0,1,0,6,0,0,1,0,1,0,0,1,0,2,0,0,1,1,2,0,1,1,0,4,0
6465.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,6.0,5.0,6.0,0.0,0.0,3.0,0.0,9.0,2.0,1.0,5.0,11.0,1.0,6.0,6.0,0.0,1.0,6.0,2.0,8.0,13168.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,5.0,11.0,1.0,6.0,6.0,0.0,1.0,6.0,2.0,8.0,13168.0,0,3,0,1,0,0,5,0,2,0,0,3,0,6,0,0,3,0,9,0,0,1,0,2,0,0,3,0,5,0,2,4,2,0,0,0,3,0,3,0
5836.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,20089.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,20089.0,0,1,0,6,0,1,2,0,0,0,1,3,0,6,0,0,2,0,5,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,5,3,0,0,0
1026.0,0.0,0.0,1.0,7.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,5.0,0.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,8.0,1.0,8.0,10011.0,0.0,0.0,1.0,7.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,8.0,0.0,8.0,10011.0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,1,1,0,6,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
6538.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,1.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,8.0,2.0,8.0,4073.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,5.0,9.0,1.0,5.0,5.0,1.0,1.0,8.0,2.0,8.0,4073.0,0,0,0,2,0,0,2,0,3,0,3,1,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,7,0,3,1,0,8,0
6479.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,8.0,1.0,0.0,4.0,6.0,11.0,3.0,2.0,0.0,0.0,0.0,10.0,8.0,2.0,9.0,1.0,5.0,4.0,1.0,1.0,8.0,3.0,8.0,8038.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,0.0,6.0,1.0,0.0,1.0,8.0,1.0,0.0,4.0,1.0,10.0,5.0,5.0,1.0,0.0,0.0,10.0,8.0,2.0,9.0,1.0,4.0,4.0,1.0,1.0,8.0,3.0,8.0,8038.0,0,0,0,8,0,0,0,0,6,0,0,0,0,7,0,0,0,0,11,9,0,0,0,4,0,1,0,0,4,0,0,0,0,8,3,0,1,0,1,9
72.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,2.0,6.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,14067.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,1.0,0.0,1.0,9.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,14067.0,0,1,0,3,0,0,1,0,4,0,0,0,0,1,0,1,2,0,2,0,0,2,0,3,0,0,1,0,4,0,0,1,0,3,0,0,1,0,8,0
8774.0,0.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,10.0,1.0,6.0,5.0,2.0,1.0,8.0,2.0,8.0,8012.0,0.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,10.0,1.0,6.0,5.0,2.0,1.0,8.0,2.0,8.0,8012.0,0,0,0,4,0,0,0,0,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0
4920.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,7.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,8.0,2058.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,7.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,8.0,2058.0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,0,0,1,0,3,0,0,0,0,5,0,0,0,0,7,0,0,1,0,4,0
7059.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,1.0,4.0,6.0,1.0,3.0,3.0,1.0,1.0,8.0,1.0,8.0,8028.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,4.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,3.0,0.0,4.0,10.0,4.0,5.0,6.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,8.0,8028.0,0,2,0,3,0,0,3,0,3,0,0,2,0,2,0,3,3,0,2,0,0,3,0,5,0,0,4,0,6,0,1,5,0,4,0,0,4,0,3,0
882.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,0.0,6.0,0.0,2.0,1.0,12.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,10.0,8.0,4.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,8.0,8181.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,2.0,1.0,17.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,8181.0,0,0,0,2,0,0,0,2,1,0,0,0,0,3,0,0,1,0,3,0,0,3,0,3,0,0,2,0,3,0,0,2,2,4,0,0,2,0,8,0
5545.0,0.0,0.0,1.0,3.0,19.0,1.0,0.0,1.0,1.0,1.0,0.0,23.0,1.0,5.0,0.0,6.0,6.0,0.0,5.0,6.0,2.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,8.0,19035.0,0.0,0.0,1.0,3.0,19.0,4.0,0.0,1.0,1.0,1.0,0.0,23.0,1.0,5.0,0.0,6.0,6.0,0.0,2.0,6.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,8.0,19035.0,2,1,0,3,0,3,1,0,1,0,0,0,0,3,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,2,0,0,1,0,1,0,0,11,0
4735.0,0.0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,4.0,5.0,0.0,0.0,3.0,47.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,7.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,7.0,3.0,8.0,16070.0,0.0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,5.0,5.0,0.0,0.0,2.0,51.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,5.0,5.0,9.0,1.0,5.0,4.0,1.0,1.0,7.0,3.0,8.0,16070.0,0,1,0,3,0,0,1,0,6,0,1,1,0,3,0,0,2,0,5,0,0,1,0,2,0,0,1,0,2,0,0,1,0,2,0,0,1,0,5,0
7020.0,0.0,1.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,5.0,1.0,0.0,3.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,5.0,8.0,2.0,7.0,2.0,3.0,3.0,0.0,2.0,3.0,0.0,8.0,16178.0,0.0,1.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,1.0,0.0,2.0,7.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,6.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,8.0,16178.0,0,1,0,3,0,0,1,0,3,0,0,1,0,4,0,0,1,0,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,3,0,0,1,0,2,0
834.0,0.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,3.0,1.0,2.0,1.0,10.0,5.0,8.0,1.0,3.0,2.0,2.0,1.0,5.0,0.0,13.0,4045.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,2.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,5.0,8.0,1.0,3.0,2.0,2.0,1.0,5.0,0.0,13.0,4045.0,0,4,0,8,0,0,4,0,0,0,0,4,0,0,0,0,3,1,9,0,0,1,0,5,0,0,0,0,3,0,0,1,0,1,0,0,2,0,4,0
3709.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,1.0,0.0,1.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,5.0,1.0,8.0,20019.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,1.0,0.0,1.0,1.0,23.0,2.0,5.0,0.0,6.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,5.0,0.0,8.0,20019.0,0,1,0,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,9,0,0,1,0,3,0,0,0,0,5,0,0,0,0,2,0,0,1,0,2,0
1569.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,8.0,2197.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,2.0,1.0,2.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,8.0,2197.0,0,1,0,3,0,0,1,0,3,0,0,1,0,6,0,0,1,0,5,0,0,1,0,2,0,0,0,0,2,0,0,1,0,2,0,0,1,0,4,0
5007.0,0.0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,1.0,0.0,3.0,5.0,3.0,0.0,3.0,4.0,10.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,4.0,8.0,1.0,4.0,4.0,0.0,0.0,3.0,3.0,8.0,19043.0,0.0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,7.0,2.0,0.0,3.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,5.0,8.0,1.0,4.0,4.0,0.0,0.0,3.0,3.0,8.0,19043.0,0,1,0,3,0,0,2,0,3,0,0,2,0,5,0,0,2,0,4,0,0,1,0,9,0,1,1,0,5,0,0,0,0,7,0,0,1,0,6,0
8547.0,0.0,1.0,1.0,3.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,4.0,7.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,9.0,11182.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,1.0,0.0,0.0,2.0,19.0,3.0,0.0,3.0,4.0,9.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,4.0,7.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,9.0,13065.0,3,2,0,7,0,0,3,0,8,0,0,2,0,3,0,0,2,0,3,0,0,2,0,4,0,0,2,0,2,0,0,3,0,4,0,0,3,0,3,0
6647.0,1.0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,3.0,2.0,7.0,1.0,3.0,2.0,1.0,1.0,6.0,2.0,8.0,20017.0,0.0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,2.0,5.0,1.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,7.0,1.0,3.0,2.0,1.0,1.0,6.0,2.0,8.0,20017.0,0,1,0,1,0,0,0,0,3,0,0,1,0,4,0,0,2,0,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,1,0,0,0
2568.0,0.0,1.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,7.0,0.0,0.0,1.0,0.0,2.0,5.0,6.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,6.0,0.0,8.0,2180.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,6.0,2.0,8.0,2180.0,0,1,0,8,0,0,1,0,3,0,1,2,0,7,0,0,0,0,3,0,0,1,0,4,0,0,0,0,3,0,0,1,0,1,0,1,2,0,2,0
4359.0,0.0,1.0,1.0,2.0,19.0,4.0,0.0,1.0,0.0,0.0,1.0,23.0,2.0,5.0,3.0,6.0,0.0,0.0,1.0,8.0,3.0,0.0,5.0,1.0,6.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,4.0,13.0,1.0,7.0,7.0,0.0,0.0,1.0,2.0,8.0,19043.0,0.0,1.0,1.0,2.0,19.0,4.0,0.0,1.0,0.0,0.0,1.0,21.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,11.0,1.0,0.0,5.0,0.0,11.0,0.0,0.0,2.0,0.0,6.0,3.0,10.0,4.0,12.0,1.0,7.0,7.0,0.0,0.0,1.0,2.0,8.0,19043.0,0,2,0,3,0,0,2,0,4,0,0,2,0,2,0,0,3,0,1,0,0,2,0,15,0,0,3,0,6,0,0,1,0,12,0,0,2,0,0,0
1069.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,20069.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,20069.0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,2,0,0,7,0,0,0,0,6,0,0,1,0,3,0,0,0,0,1,0,0,1,0,3,0
3446.0,0.0,1.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,1.0,5.0,0.0,0.0,1.0,40.0,1.0,0.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,10.0,1.0,5.0,5.0,1.0,1.0,3.0,0.0,8.0,16178.0,0.0,1.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,8.0,5.0,1.0,0.0,1.0,14.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,5.0,10.0,1.0,5.0,4.0,1.0,1.0,3.0,0.0,8.0,16178.0,0,1,0,2,0,0,1,0,1,0,0,1,0,3,0,0,1,0,11,0,0,2,1,2,0,0,3,0,1,0,0,3,0,3,0,0,1,0,3,0
919.0,0.0,1.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,3.0,0.0,1.0,2.0,5.0,5.0,7.0,1.0,4.0,4.0,0.0,0.0,3.0,2.0,8.0,16086.0,0.0,1.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,2.0,5.0,0.0,0.0,3.0,6.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,5.0,7.0,1.0,4.0,4.0,0.0,0.0,3.0,2.0,8.0,16086.0,0,1,0,2,0,3,3,0,1,0,1,3,0,2,0,0,5,0,2,0,0,1,0,5,0,0,1,0,2,0,0,1,0,6,0,1,1,0,4,0
4399.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,2.0,5.0,0.0,6.0,2.0,3.0,1.0,20.0,0.0,0.0,3.0,7.0,6.0,0.0,0.0,1.0,1.0,0.0,10.0,8.0,5.0,6.0,1.0,3.0,3.0,0.0,1.0,8.0,2.0,8.0,8181.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,2.0,1.0,4.0,6.0,0.0,2.0,1.0,16.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,1.0,1.0,0.0,10.0,8.0,2.0,6.0,1.0,3.0,3.0,0.0,1.0,8.0,2.0,8.0,8181.0,0,0,0,3,0,0,1,1,1,0,0,1,0,1,0,0,0,0,12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,6,0
8430.0,0.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,5.0,6.0,1.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,6.0,1.0,8.0,19135.0,0.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,6.0,0.0,8.0,19135.0,1,0,0,3,0,1,1,0,1,0,1,0,0,2,0,2,0,0,3,0,0,0,0,9,0,1,1,0,2,0,0,1,0,6,0,1,1,0,2,0
5505.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,8.0,2.0,9.0,1.0,4.0,4.0,1.0,1.0,6.0,2.0,8.0,14105.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,3.0,5.0,10.0,2.0,9.0,1.0,4.0,4.0,1.0,1.0,6.0,2.0,8.0,14105.0,0,1,0,2,0,0,2,0,3,0,0,1,0,3,0,0,1,0,9,0,0,1,0,2,0,0,2,0,1,0,1,3,0,1,0,0,1,0,5,0
