PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門
2228.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,5.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,8.0,2197.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,8.0,2197.0
2235.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,10.0,1.0,6.0,6.0,0.0,0.0,8.0,2.0,8.0,8142.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,10.0,1.0,6.0,6.0,0.0,0.0,8.0,2.0,8.0,8142.0
2235.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,11.0,1.0,6.0,6.0,0.0,0.0,8.0,2.0,8.0,8142.0,0.0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,10.0,1.0,6.0,6.0,0.0,0.0,8.0,2.0,8.0,8142.0
2237.0,0.0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,5.0,9.0,1.0,4.0,3.0,2.0,1.0,9.0,1.0,8.0,14195.0,0.0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,11.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,5.0,8.0,1.0,4.0,3.0,2.0,1.0,9.0,1.0,8.0,14195.0
2237.0,0.0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0,6.0,2.0,0.0,4.0,7.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,3.0,1.0,8.0,5.0,9.0,1.0,4.0,3.0,2.0,1.0,9.0,1.0,8.0,14195.0,0.0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,3.0,1.0,4.0,5.0,9.0,1.0,4.0,3.0,2.0,1.0,9.0,1.0,8.0,14195.0
2238.0,0.0,1.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,11.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,5.0,11.0,0.0,0.0,2.0,0.0,1.0,9.0,2.0,3.0,11.0,1.0,7.0,7.0,2.0,1.0,7.0,2.0,8.0,14048.0,0.0,1.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,11.0,0.0,0.0,4.0,0.0,2.0,9.0,5.0,2.0,11.0,1.0,7.0,6.0,2.0,1.0,7.0,2.0,8.0,14048.0
2238.0,0.0,1.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,5.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,10.0,0.0,0.0,5.0,0.0,1.0,9.0,2.0,2.0,12.0,1.0,8.0,7.0,2.0,1.0,7.0,2.0,8.0,14048.0,0.0,1.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,11.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,5.0,11.0,0.0,0.0,2.0,0.0,1.0,9.0,2.0,3.0,11.0,1.0,7.0,7.0,2.0,1.0,7.0,2.0,8.0,14048.0
2245.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,12.0,2.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,0.0,1.0,10.0,4.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,10.0,14067.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,4.0,6.0,1.0,0.0,2.0,17.0,2.0,1.0,1.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,10.0,9.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,10.0,14067.0
2245.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,1.0,6.0,3.0,0.0,1.0,15.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,0.0,3.0,10.0,4.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,10.0,14067.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,12.0,2.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,0.0,1.0,10.0,4.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,10.0,14067.0
2252.0,0.0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,3.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,5.0,6.0,1.0,3.0,2.0,2.0,1.0,9.0,0.0,7.0,20069.0,0.0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,2.0,1.0,9.0,0.0,7.0,20069.0
2252.0,0.0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,5.0,6.0,1.0,3.0,2.0,2.0,1.0,9.0,1.0,7.0,20069.0,0.0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,3.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,5.0,6.0,1.0,3.0,2.0,2.0,1.0,9.0,0.0,7.0,20069.0
2254.0,0.0,0.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,4.0,5.0,1.0,3.0,2.0,1.0,1.0,8.0,0.0,8.0,10011.0,0.0,0.0,1.0,7.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,6.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,5.0,1.0,3.0,2.0,1.0,1.0,8.0,0.0,8.0,10011.0
2254.0,0.0,0.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,2.0,6.0,1.0,3.0,3.0,1.0,1.0,8.0,0.0,8.0,10011.0,0.0,0.0,1.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,4.0,5.0,1.0,3.0,2.0,1.0,1.0,8.0,0.0,8.0,10011.0
2255.0,0.0,1.0,1.0,3.0,19.0,4.0,0.0,0.0,0.0,1.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,5.0,8.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,8.0,19035.0,0.0,1.0,1.0,3.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,2.0,5.0,1.0,6.0,12.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,8.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,8.0,19035.0
2255.0,0.0,1.0,1.0,3.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,4.0,6.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,9.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,8.0,19039.0,0.0,1.0,1.0,3.0,19.0,4.0,0.0,0.0,0.0,1.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,5.0,8.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,8.0,19035.0
2259.0,0.0,0.0,2.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,3.0,2.0,9.0,1.0,1.0,4.0,7.0,1.0,3.0,3.0,1.0,1.0,9.0,2.0,9.0,20192.0,0.0,0.0,2.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,11.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,6.0,1.0,8.0,10.0,4.0,4.0,6.0,1.0,3.0,3.0,1.0,1.0,9.0,2.0,9.0,20192.0
2259.0,0.0,0.0,2.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,11.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,3.0,2.0,7.0,2.0,1.0,4.0,7.0,1.0,3.0,3.0,1.0,1.0,9.0,2.0,9.0,20192.0,0.0,0.0,2.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,3.0,2.0,9.0,1.0,1.0,4.0,7.0,1.0,3.0,3.0,1.0,1.0,9.0,2.0,9.0,20192.0
2261.0,0.0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,2.0,1.0,16.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,8.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,8.0,14105.0,0.0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,2.0,2.0,17.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,9.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,8.0,14105.0
2261.0,0.0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,2.0,2.0,11.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,1.0,8.0,14105.0,0.0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,2.0,1.0,16.0,0.0,0.0,2.0,6.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,8.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,8.0,14105.0
2262.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,7.0,0.0,4.0,2.0,8.0,5.0,9.0,1.0,4.0,3.0,3.0,2.0,7.0,1.0,10.0,14077.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,6.0,1.0,4.0,2.0,8.0,5.0,9.0,1.0,4.0,3.0,3.0,2.0,7.0,1.0,8.0,14077.0
2262.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,6.0,0.0,8.0,2.0,4.0,2.0,10.0,1.0,4.0,3.0,3.0,2.0,7.0,1.0,7.0,14077.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,7.0,0.0,4.0,2.0,8.0,5.0,9.0,1.0,4.0,3.0,3.0,2.0,7.0,1.0,10.0,14077.0
2263.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,5.0,9.0,1.0,5.0,2.0,6.0,2.0,6.0,1.0,8.0,20071.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,9.0,1.0,5.0,1.0,6.0,2.0,6.0,2.0,8.0,20071.0
2263.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,5.0,10.0,1.0,5.0,2.0,6.0,2.0,6.0,2.0,8.0,20071.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,5.0,9.0,1.0,5.0,2.0,6.0,2.0,6.0,1.0,8.0,20071.0
2265.0,0.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,6.0,1.0,2.0,2.0,2.0,1.0,9.0,1.0,8.0,19039.0,0.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,9.0,1.0,8.0,19039.0
2265.0,0.0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,5.0,6.0,1.0,3.0,2.0,2.0,1.0,9.0,1.0,8.0,19039.0,0.0,1.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,6.0,1.0,2.0,2.0,2.0,1.0,9.0,1.0,8.0,19039.0
2268.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,5.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,3.0,10.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,1.0,6.0,1.0,9.0,20130.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,2.0,10.0,3.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,6.0,1.0,9.0,20130.0
2268.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,2.0,0.0,6.0,2.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,2.0,6.0,1.0,3.0,2.0,3.0,1.0,6.0,1.0,9.0,20130.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,5.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,3.0,10.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,1.0,6.0,1.0,9.0,20130.0
2271.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,3.0,2.0,3.0,7.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,10.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,8.0,0.0,8.0,8074.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,10.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,8.0,0.0,8.0,8074.0
2271.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,8.0,0.0,8.0,8074.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,3.0,2.0,3.0,7.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,10.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,8.0,0.0,8.0,8074.0
2282.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,0.0,3.0,14.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,4.0,8.0,1.0,3.0,2.0,1.0,0.0,5.0,2.0,8.0,20208.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,17.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,4.0,8.0,1.0,3.0,2.0,1.0,0.0,5.0,1.0,8.0,20208.0
2282.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,16.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,4.0,9.0,5.0,8.0,1.0,3.0,2.0,1.0,0.0,5.0,2.0,8.0,20208.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,0.0,3.0,14.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,4.0,8.0,1.0,3.0,2.0,1.0,0.0,5.0,2.0,8.0,20208.0
2285.0,0.0,0.0,2.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,4.0,11.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,4.0,0.0,13.0,2.0,1.0,5.0,9.0,1.0,5.0,3.0,4.0,2.0,9.0,0.0,6.0,14195.0,0.0,0.0,2.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,3.0,1.0,10.0,1.0,1.0,5.0,9.0,1.0,5.0,3.0,4.0,2.0,9.0,1.0,6.0,14195.0
2285.0,0.0,0.0,2.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,13.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,4.0,0.0,12.0,2.0,1.0,4.0,9.0,1.0,6.0,3.0,4.0,2.0,9.0,3.0,6.0,14195.0,0.0,0.0,2.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,4.0,11.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,4.0,0.0,13.0,2.0,1.0,5.0,9.0,1.0,5.0,3.0,4.0,2.0,9.0,0.0,6.0,14195.0
2286.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,9.0,2.0,5.0,5.0,0.0,0.0,7.0,0.0,8.0,8074.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,2.0,9.0,2.0,4.0,4.0,0.0,0.0,7.0,0.0,8.0,8074.0
2286.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,5.0,9.0,2.0,5.0,5.0,0.0,0.0,7.0,0.0,8.0,8074.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,9.0,2.0,5.0,5.0,0.0,0.0,7.0,0.0,8.0,8074.0
2291.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,34.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,3.0,0.0,4.0,2.0,8.0,5.0,7.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,11.0,14040.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,32.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,2.0,0.0,8.0,2.0,5.0,5.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,11.0,14040.0
2291.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,2.0,0.0,1.0,33.0,2.0,0.0,2.0,3.0,6.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,5.0,7.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,11.0,14040.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,34.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,3.0,0.0,4.0,2.0,8.0,5.0,7.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,11.0,14040.0
2293.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,4.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,2.0,5.0,2.0,5.0,1.0,9.0,1.0,8.0,4125.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,2.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,2.0,9.0,2.0,4.0,2.0,5.0,1.0,9.0,1.0,8.0,4125.0
