,yyyy,PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門
799,2015,499,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,15.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,3.0,10.0,1.0,4.0,7.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,8.0,13147.0
800,2016,499,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,15.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,7.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,8.0,13147.0
801,2017,499,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,15.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,7.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,8.0,13147.0
802,2014,503,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,4.0,1.0,29.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,8.0,20127.0
803,2015,503,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,0.0,6.0,3.0,0.0,1.0,39.0,1.0,0.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,5.0,1.0,8.0,20127.0
804,2016,503,0,1.0,1.0,3.0,20.0,5.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,1.0,1.0,6.0,2.0,8.0,3.0,41.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,5.0,2.0,6.0,20127.0
805,2017,503,0,1.0,1.0,3.0,20.0,5.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,6.0,3.0,6.0,1.0,33.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,4.0,7.0,1.0,2.0,2.0,0.0,0.0,5.0,2.0,6.0,20127.0
806,2014,505,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,6.0,6.0,1.0,0.0,1.0,5.0,2.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,2.0,10.0,1.0,4.0,4.0,0.0,1.0,3.0,2.0,8.0,19166.0
807,2015,505,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,2.0,10.0,1.0,4.0,4.0,0.0,1.0,3.0,2.0,8.0,19166.0
808,2016,505,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,10.0,1.0,5.0,5.0,0.0,1.0,3.0,2.0,11.0,19166.0
809,2017,505,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,2.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,11.0,1.0,5.0,5.0,0.0,1.0,3.0,2.0,11.0,19166.0
810,2014,508,0,0.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,5.0,1.0,0.0,0.0,3.0,13.0,2.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,5.0,1.0,9.0,13065.0
811,2015,508,0,0.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,12.0,2.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,5.0,1.0,9.0,11182.0
812,2016,508,0,0.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,11.0,2.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,5.0,1.0,9.0,11182.0
813,2017,508,0,0.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,5.0,1.0,9.0,11182.0
814,2014,510,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,2.0,23.0,2.0,0.0,3.0,4.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,13034.0
815,2015,510,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,4.0,19.0,2.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,13151.0
816,2016,510,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,2.0,0.0,6.0,0.0,0.0,1.0,16.0,2.0,1.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,10.0,1.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,13159.0
817,2017,510,1,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,5.0,10.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,4.0,10.0,1.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,13159.0
818,2014,512,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,3.0,7.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,11.0,13034.0
819,2015,512,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,5.0,1.0,6.0,2.0,0.0,3.0,10.0,2.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,1.0,1.0,10.0,6.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,11.0,13151.0
820,2016,512,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,3.0,11.0,2.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,11.0,13159.0
821,2017,512,1,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,1.0,0.0,4.0,10.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,10.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,11.0,13159.0
822,2016,513,1,0.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,9.0,0.0,2.0,8.0,2.0,0.0,1.0,3.0,7.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,8.0,13159.0
823,2017,514,0,0.0,1.0,7.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,7.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,9.0,20017.0
824,2014,515,0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,6.0,5.0,12.0,1.0,7.0,6.0,3.0,1.0,9.0,0.0,8.0,14040.0
825,2015,515,0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,6.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,5.0,5.0,12.0,1.0,7.0,6.0,3.0,1.0,9.0,0.0,8.0,14040.0
826,2016,515,0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,6.0,0.0,0.0,2.0,0.0,3.0,2.0,7.0,5.0,12.0,1.0,7.0,6.0,3.0,1.0,9.0,2.0,8.0,14040.0
827,2017,515,0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,8.0,2.0,13.0,1.0,8.0,6.0,3.0,1.0,9.0,2.0,8.0,14040.0
828,2015,517,0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,3.0,1.0,0.0,3.0,13.0,1.0,0.0,3.0,1.0,8.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,2.0,7.0,1.0,3.0,2.0,2.0,1.0,8.0,2.0,7.0,2197.0
829,2014,520,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
830,2015,520,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,17.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,4.0,10.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,8.0,14067.0
831,2016,520,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,5.0,0.0,6.0,0.0,0.0,5.0,21.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,8.0,13049.0
832,2017,520,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,13.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,2.0,8.0,13049.0
833,2014,522,0,1.0,1.0,3.0,18.0,6.0,0.0,1.0,0.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,9.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,9.0,18111.0
834,2015,522,0,1.0,1.0,3.0,18.0,6.0,0.0,1.0,0.0,0.0,1.0,23.0,2.0,1.0,1.0,6.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,4.0,0.0,3.0,6.0,1.0,5.0,7.0,1.0,3.0,3.0,0.0,0.0,5.0,0.0,9.0,18111.0
835,2016,522,0,1.0,1.0,3.0,18.0,6.0,0.0,1.0,0.0,0.0,1.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,7.0,1.0,5.0,8.0,1.0,3.0,3.0,0.0,0.0,5.0,0.0,9.0,18111.0
836,2017,522,0,1.0,1.0,3.0,18.0,6.0,0.0,1.0,0.0,0.0,1.0,22.0,3.0,5.0,0.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,2.0,0.0,1.0,7.0,10.0,5.0,8.0,1.0,3.0,3.0,0.0,0.0,5.0,0.0,9.0,18111.0
837,2014,523,0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,7.0,1.0,0.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,11.0,1.0,7.0,4.0,5.0,3.0,4.0,1.0,8.0,2058.0
838,2015,523,0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,8.0,0.0,3.0,2.0,1.0,0.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,12.0,1.0,7.0,4.0,5.0,3.0,4.0,1.0,8.0,2058.0
839,2016,523,0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,12.0,1.0,7.0,4.0,5.0,3.0,4.0,1.0,8.0,2058.0
840,2017,523,0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,5.0,5.0,2.0,12.0,1.0,7.0,5.0,5.0,3.0,4.0,1.0,8.0,2029.0
841,2014,525,0,1.0,1.0,2.0,19.0,4.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,1.0,2.0,6.0,0.0,0.0,2.0,22.0,2.0,0.0,1.0,4.0,6.0,0.0,0.0,2.0,0.0,3.0,7.0,9.0,2.0,9.0,1.0,4.0,4.0,0.0,1.0,3.0,2.0,6.0,19043.0
842,2015,525,0,1.0,1.0,2.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,0.0,2.0,20.0,2.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,5.0,9.0,1.0,4.0,4.0,0.0,1.0,3.0,2.0,6.0,19043.0
843,2016,525,0,1.0,1.0,2.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,0.0,5.0,16.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,4.0,10.0,5.0,10.0,1.0,4.0,4.0,0.0,1.0,3.0,2.0,8.0,19043.0
844,2017,525,0,1.0,1.0,2.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,0.0,14.0,11.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,5.0,10.0,1.0,4.0,4.0,0.0,1.0,3.0,2.0,8.0,19043.0
845,2014,528,1,1.0,1.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,7.0,1.0,8.0,8142.0
846,2014,530,0,0.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,23.0,4.0,1.0,1.0,6.0,0.0,2.0,5.0,22.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,5.0,8.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,8.0,2058.0
847,2015,530,0,0.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,0.0,4.0,18.0,1.0,0.0,1.0,5.0,8.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,8.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,8.0,2058.0
848,2016,530,0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,23.0,3.0,1.0,1.0,6.0,0.0,0.0,3.0,16.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,4.0,9.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,8.0,2058.0
849,2017,530,0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,23.0,3.0,1.0,1.0,6.0,1.0,2.0,3.0,12.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,9.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,8.0,2128.0
850,2015,534,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,3.0,6.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,10.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8181.0
851,2016,534,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,3.0,6.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8181.0
852,2017,534,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,4.0,6.0,0.0,2.0,1.0,8.0,0.0,0.0,2.0,1.0,10.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,8181.0
853,2014,535,0,1.0,1.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,10.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,8.0,6167.0
854,2015,535,0,1.0,1.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0,5.0,0.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,8.0,20184.0
855,2016,535,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,5.0,1.0,8.0,20184.0
856,2017,535,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
857,2015,538,0,0.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,27.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,8.0,16178.0
858,2016,538,1,0.0,1.0,4.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,5.0,2.0,0.0,1.0,28.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,8.0,16178.0
859,2014,540,0,0.0,1.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,15.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,7.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,14.0,8157.0
860,2015,540,0,0.0,1.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,3.0,1.0,6.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,14.0,8157.0
861,2016,540,0,0.0,1.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,14.0,8157.0
862,2014,541,0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,3.0,1.0,5.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,9.0,1.0,8.0,17112.0
863,2015,541,1,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,3.0,2.0,2.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,9.0,1.0,8.0,17112.0
864,2014,543,0,1.0,1.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,3.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,8.0,1.0,8.0,8074.0
865,2015,543,0,1.0,1.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,10.0,10.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,9.0,8074.0
866,2014,545,0,0.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,10.0,0.0,0.0,4.0,0.0,6.0,5.0,1.0,5.0,7.0,1.0,5.0,4.0,1.0,1.0,9.0,2.0,8.0,13034.0
867,2015,545,0,0.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,4.0,0.0,14.0,5.0,1.0,5.0,7.0,1.0,5.0,4.0,1.0,1.0,9.0,2.0,8.0,13034.0
868,2016,545,0,0.0,1.0,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,9.0,0.0,0.0,7.0,0.0,11.0,10.0,1.0,4.0,8.0,1.0,5.0,5.0,1.0,1.0,9.0,2.0,8.0,13087.0
869,2017,545,0,0.0,1.0,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,7.0,0.0,14.0,10.0,10.0,4.0,8.0,1.0,5.0,5.0,1.0,1.0,9.0,2.0,8.0,13087.0
870,2015,552,0,1.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,4.0,0.0,0.0,5.0,9.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,4.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,7.0,11051.0
871,2016,552,0,1.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,4.0,2.0,0.0,2.0,7.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,10.0,10.0,5.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,11051.0
872,2017,552,0,1.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,4.0,1.0,0.0,6.0,3.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,3.0,0.0,2.0,10.0,9.0,4.0,7.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,8.0,11051.0
873,2014,554,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,3.0,0.0,2.0,1.0,9.0,5.0,6.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,8.0,20089.0
874,2015,554,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,13.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,3.0,0.0,2.0,2.0,4.0,5.0,6.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,8.0,20089.0
